id,hostname,model,exist in CA Spectrum
308989575940061248,MPQMCP01.marriott.com,891,True
309122294549587202,XIYSIS42,S3100V252TP,False
309313658720847023,HGHQSP01,1921k9,True
309843174722180126,SNAAVS01,"HP J4813A ProCurve Switch 2524, revision F.04.08, ",False
310200886496817294,PERRZSW04-08-IDF,,False
311016752591944050,unknown,,False
311030980513968808,CRPPTP01.marriott.com,C891FK9,True
311106660084188121,DALXSS02,"HP J9782A 2530-24 Switch, revision YB.16.10.0016, ",False
311500464121172480,SFOSAP01.marriott.com,1921k9,True
311760406050395895,SACCYSW01,"ProCurve J9019B Switch 2510B-24, revision Q.11.78,",False
313110230940781454,unknown,,False
313134498526613862,SHALMS153,"HP J9782A 2530-24 Switch, revision YB.16.10.0016, ",False
313740042825759848,TPEWHS43.Marriott.com,cat296024TCS,False
314801833196674408,AUHNL46,Aruba JL256A,False
314839606139577993,IXCJWS04,"ProCurve J9019B Switch 2510B-24, revision Q.11.78,",False
315551690600667342,MDWMUP01.marriott.com,C800,True
315581893431176488,BVUFIP01.marriott.com,C899G-LTE-NA-K9,True
315686944011190030,XIYSSP01.marriott.com,C11118PLteLA,True
316073284028302363,SATMRP01.marriott.com,C899G-LTE-NA-K9,True
316567941238120004,SHAMPSW01-23-IDF,J9773A,False
316594442652492321,JNGJWSW06-01-IDFF-Z4,J9772A,False
316686309022917784,NKGSCSW01-21-IDF,J9772A,False
316828768446884443,AVLCBSW01,"HP J9776A 2530-24G Switch, revision YA.16.10.0016,",False
316837538964004742,SACVVP01.marriott.com,C899G-LTE-NA-K9,True
317119091070005246,CUNRZSW09,ICX745024HPOE,False
317260634245125445,QMDJVS04,"HP J9850A Switch 5406Rzl2, revision KB.16.10.0016,",False
317286451928618984,HGHFPS41.Marriott.com,catalyst296048,False
317511192571586035,BKKDTS09,"ProCurve J9087A Switch 2610-24-PWR, revision R.11.",False
317881234693780691,DSMURP01.marriott.com,C1161X8PLteP,True
318850618354600279,KBVRZS15,"HP J9623A 2620-24 Switch, revision RA.16.04.0023, ",False
319663040223021694,CSXFPSW03-21-IDF,J9773A,False
319937876386439025,RUHRZS08.Marriott.com,WS-C2960X-24PS-L,False
321343109994142309,LISRZSW008,"HP J9776A 2530-24G Switch, revision YA.16.10.0016,",False
323193944594449520,TULBRP01.marriott.com,C1161X8PLteP,True
323604686894297038,HETSIS49.Marriott.com,catalyst291824TC,False
323875128569843126,TAOMDS48,"HP J9775A 2530-48G Switch, revision YA.16.10.0016,",False
323908590807896369,DXBHGP01.marriott.com,891,True
324527129158657830,OMAAKSW01,"HP J9773A 2530-24G-PoEP Switch, revision YA.16.10.",False
324673851055069489,unknown,,False
325269291970380884,unknown,,False
325782962897324869,jaipusw12,"HP J9776A 2530-24G Switch, revision YA.16.10.0016,",False
326406940293672913,YEGEWS02,"HP J9777A 2530-8G Switch, revision YA.16.10.0016, ",False
327070186765375516,DXBAPS01-1F-IDF,"HP 2920 Switch Stack, revision WB.16.10.0016, ROM ",False
327087465350864075,ONTTCS02,"HP J9782A 2530-24 Switch, revision YB.16.10.0016, ",False
327471087089088849,ALARZSW05-26-2607,J9147A,False
327947961789042808,DPSSWS05,"HP J9626A 2620-48 Switch, revision RA.16.04.0023, ",False
327997732538486420,unknown,,False
328070734060541529,SHAALSW02-B1-IDF,J9782A,False
328158331604219199,marrio-lisptmi2sg-3213363.pipngw.mci.com,891,True
328354188773691222,unknown,,False
328494255417580640,unknown,,False
328805297929681713,unknown,,False
329058421152528357,LARFIP01.marriott.com,C899G-LTE-NA-K9,True
329320664081199759,unknown,,False
329641639555797010,DTTWR,,False
329884720807054834,CANGWS07.Marriott.com,catalyst296048TT,False
330090274515429727,CMPTSP01.marriott.com,C891FK9,True
330522336308136239,KTMFI033,"HP J9773A 2530-24G-PoEP Switch, revision YA.16.10.",False
330937093236301225,SHAWHSW03-04-IDFB,"HP J9772A 2530-48G-PoEP Switch, revision YA.16.06.",False
331030740930950170,BAVMCP01.marriott.com,C11118PLteLA,True
331577440599834349,unknown,,False
332006091508577556,m35-bb7ZR,,False
332372031015409651,WUXZHSW01-34-MDF,J9850A,False
332869041164985920,dtwft01,"HP J9782A 2530-24 Switch, revision YB.16.10.0016, ",False
333094436704277657,HKGDTP01.marriott.com,891,True
333200144754460776,DXBAMP01,C800,True
334721604550522773,DOHSI60,Aruba JL259A,False
335683900939315447,HGHQS-SF3-1,"ProCurve J9088A Switch 2610-48, revision R.11.122,",False
335908912768897368,DOHRZSW01-IDFL02-A,"HP J9776A 2530-24G Switch, revision YA.16.10.0016,",False
336136160045844889,SHAWHSW01-05-IDF,"HP J9772A 2530-48G-PoEP Switch, revision YA.16.06.",False
336829919670534127,CGOSKSW02-07-IDF,J9772A,False
337020057110025103,unknown,,False
337140704191837639,SHALUSW01-21-IDF,cat296024TCS,False
337392511868656446,AVLCBP01.marriott.com,C11118PLteEA,True
337467344778955697,HKGWH-S48-W3-SW3.Marriott.com,cat29xxStack,False
338281718320880571,SELCSP01.marriott.com,C899G-LTE-NA-K9,True
338880808735291698,XIYWHSW18-16-R1620,J9774A,False
339852083086772987,ProCurveSwitch2610-2412PWR,"ProCurve J9086A Switch 2610-24/12PWR, revision R.1",False
340502933425113679,OSAFWSW01-01-MDFB,Aruba JL071A,False
341227005189280918,TYOWYSW05-15-EPSG,Aruba JL261A,False
341548139563854319,SMXFIP01.marriott.com,C899G-LTE-NA-K9,True
341984865114018718,unknown,,False
342171234912688209,unknown,,False
342190213622646719,BERMCS96,"HP J4813A ProCurve Switch 2524, revision F.05.80, ",False
342668181112033595,RIOMCS01.Marriott.com,catalyst37xxStack,False
344204590587955402,CHIJW-SW049-06-IDF650,J9146A,False
345006648537526346,unknown,,False
345036628372888724,YLWOKSW05-1-BOH.singledigits.net,cat29xxStack,False
345373597840283143,COKMDS48,"HP J9777A 2530-8G Switch, revision YA.16.10.0016, ",False
345689987544812035,HNLLCSW07-07-PBX1.Marriott.com,WS-C2960S-24TS-L,False
345740941127198625,SHAMPSW04-02-IDF-01,J9776A,False
345752991537315587,LAXMDSW06,Aruba JL259A,False
345760705080222155,DADSI48,Aruba JL319A,False
345779893387854596,unknown,,False
345877772983521993,JNGJWSW03-01-MDF-Z1,J9772A,False
346015840798939459,MBSFRS01,"ProCurve J9019B Switch 2510B-24, revision Q.11.78,",False
346977713533162085,HFEFPS51,S3100V2-26TP-EI,False
347182536207112059,DALTES01,"HP J9782A 2530-24 Switch, revision YB.16.10.0016, ",False
347587358764923440,XIYWHSW16-19-R1918,J9774A,False
347591673988199787,SLCSCP01.marriott.com,891,False
347723023950031234,VCTCYS02,"HP J9782A 2530-24 Switch, revision YB.16.10.0016, ",False
348050766404931025,unknown,,False
348126769775232112,unknown,,False
348333859357735912,unknown,,False
348680166169750376,SZXFP-4F-2ELEVATOR.Marriott.com,catalyst355024,False
351659076807826458,HOUNSS01,"HP J9781A 2530-48 Switch, revision YA.16.10.0016, ",False
352703209898273251,XIYWHSW12-09-R916,J9774A,False
352721747895044010,YNZMCSW02-40-IDFG,,False
352902819204932594,MELELP01.marriott.com,C899G-LTE-NA-K9,True
353570102766365320,DALDHSW-01-FD1,"HP J9729A 2920-48G-POE+ Switch, revision WB.16.10.",False
353740584234799097,GDNSI42.Marriott.com,catalyst37xxStack,False
353874508186841584,DALBPP01.marriott.com,C800,True
353894719893510880,ABIRIS09,"HP J9776A 2530-24G Switch, revision YA.16.10.0016,",False
354178905417601263,HKTWIS44CAN2.Marriott.com,cat296048TCS,False
354604765962678391,OSAOWSW02-01-EPSB,"HP J9775A 2530-48G Switch, revision YA.16.10.0010,",False
354677807269376106,CVGFLS04,"HP J9782A 2530-24 Switch, revision YB.16.10.0016, ",False
354835481570405645,unknown,,False
354864603044527327,MCOSISW2-D-3FL-Sales.Marriott.com,WS-C3650-48PQ-L,False
355256481749625695,EVNMCS37,"HP J9776A 2530-24G Switch, revision YA.16.10.0016,",False
355358122209208524,HKGKWS17,Aruba JL356A,False
355877701436659620,unknown,,False
355995287178051623,JEDSI43,Aruba JL261A,False
356879661792659656,CAIEGS110,"HP J9850A Switch 5406Rzl2, revision KB.16.10.0009,",False
357049268296692355,YQUDESW02,"HP J9775A 2530-48G Switch, revision YA.16.10.0016,",False
357285495029452240,unknown,,False
357349167651630249,AZOTSP01.marriott.com,C11118PLteEA,True
357360410766292270,unknown,,False
357371001741978020,BLRGSS15,"HP J9776A 2530-24G Switch, revision YA.16.10.0016,",False
357374826699512121,BKKLAS51,"HP J9775A 2530-48G Switch, revision YA.16.10.0016,",False
358457457822089139,unknown,,False
358769227779354795,PHXLCSW01-01-IDF-IRD.Marriott.com,WS-C2960S-48LPS-L,False
358821504638369001,YULFIS01,"HP J4813A ProCurve Switch 2524, revision F.05.80, ",False
358837690441674026,KRKSI41.Marriott.com,cat29xxStack,False
359830572158917176,CTSFESW02-01-MDF,Aruba JL262A,False
359940247952995999,SVQLCS02,"HP J9145A 2910al-24G Switch, revision W.15.14.0018",False
360159420369843545,YQMDRSW06-1-MDF.singledigits.net,cat29xxStack,False
360458210836613039,COKTXS03,"HP J9782A 2530-24 Switch, revision YB.16.10.0016, ",False
360703490831198379,HAKMCSW02-03-G3,J9776A,False
361176640670322515,DFWCAP01.marriott.com,C800,True
361327648909888946,BJSFLS45,"ProCurve J9019B Switch 2510B-24, revision Q.11.78,",False
362324924175591830,COKFPS03,Aruba JL254A,False
362363028277469352,unknown,,False
362475929423401963,HGHJXSW04-03-IDFB,Aruba-JL261A,False
362643654658395142,SHAJDS148.Marriott.com,catalyst296024,False
362708346291130505,RFDILS01,"ProCurve J9019B Switch 2510B-24, revision Q.11.78,",False
363463797049133353,GRRSLS01,"HP J9776A 2530-24G Switch, revision YA.16.10.0016,",False
364007756049507001,HPV1910Switch,V191024G,False
364047710546093660,PHXWSSW02.Marriott.com,catalyst296048,False
364130347763458860,ICX7250-24-Router,ICX725024,False
364145401881588650,DFWFNP01.marriott.com,C11118PLteEA,True
364251918291869314,PHXMA03-MDF,ICX715024,False
364440514021489192,CAIEGS101,Aruba JL255A,False
364745915382581737,SHASXSW01-20-IDF,cat29xxStack,False
364913036512263519,JEDMD54,Aruba JL322A,False
365640567151120069,AUHGW47,"HP J9146A 2910al-24G-PoE Switch, revision W.15.14.",False
365810046452613711,SZXGBSW03-05-IDFBG,J9773A,False
365873678404324417,unknown,,False
366233704763953820,WUHWSSW02-11-IDFG,,False
366963360087912151,CZXSIP01,1921k9,True
367000318398765826,BZNFYP01.marriott.com,C11118PLteEA,True
367279439763888579,CUNJWS03,"Aruba 2930F VSF VC, revision WC.16.10.0016, ROM WC",False
367779780732512352,SYXPSS26,Aruba JL354A,False
367878852069694434,INDCRP01.marriott.com,C1161X8PLteP,True
368510961557971492,KIMKIS01,Aruba JL071A,False
368524323882977963,HGHAJSW10-01,J9776A,False
368704090940661609,BLRGTP01.marriott.com,C1161X8PLteP,True
368712992117703963,SUBFI06,"HP J9781A 2530-48 Switch, revision YA.16.10.0016, ",False
368761125953793222,HKTMDSCore.Marriott.com,WS-C3850-48T-S,False
368902194232189250,XMNBRSW14-03-IDFK,,False
369007269429519344,EVVFWS01,"ProCurve J9019B Switch 2510B-24, revision Q.11.78,",False
369133911377834948,unknown,,False
369146197646192826,unknown,,False
370124550440362220,unknown,,False
370207862338444395,unknown,,False
370263352442554973,PHXAXP01.marriott.com,C11118PLteEA,True
370858447541508193,ISNFPP01,1921k9,True
370958449665780153,unknown,,False
371192949595082015,HOUWIP01,1921k9,True
371689601687340646,unknown,,False
372036657564592165,DALDWSW01-02-IDF.Marriott.com,WS-C2960X-48LPS-L,False
372293261067571432,SBNFIS01,"ProCurve J9019B Switch 2510B-24, revision Q.11.78,",False
372298670030498538,LGBRNS52,"HP J9782A 2530-24 Switch, revision YB.16.10.0016, ",False
372391213282970436,HP-2620-24-PoEP,"HP J9625A 2620-24-PoEP Switch, revision RA.16.04.0",False
372627927108582918,MCECYP01.marriott.com,C899G-LTE-NA-K9,True
372848180251595782,unknown,,False
372904944416717669,AUSSNS01,"ProCurve J9019B Switch 2510B-24, revision Q.11.78,",False
373215921437668511,HYDMCS13,"HP J9776A 2530-24G Switch, revision YA.16.10.0016,",False
374963385288619014,XIYSSSW02-15-IDFG,"HP J9772A 2530-48G-PoEP Switch, revision YA.16.10.",False
374980945014438444,LEXTWS02,"HP J9782A 2530-24 Switch, revision YB.16.10.0016, ",False
375208612184965827,XIYWHSW26-09-R931,J9774A,False
375358421688790211,SEAWHSW01-2ND-IDF.Marriott.com,WS-C2960S-48TS-L,False
375795022470806604,SLERIS052,"ProCurve J9019B Switch 2510B-24, revision Q.11.78,",False
376281072485286621,unknown,,False
376362978717969930,DSMRKS01,"HP J9782A 2530-24 Switch, revision YB.16.10.0016, ",False
376453139482501270,AUHALS29,"HP J9729A 2920-48G-POE+ Switch, revision WB.16.10.",False
376792969972722935,CUNJW04,Aruba JL254A,False
376807902724672775,SMEFIS01,"HP J9782A 2530-24 Switch, revision YB.16.10.0016, ",False
376940690121174738,SATRIP01.marriott.com,C1161X8PLteP,True
377231567628128673,KULFPS42.Marriott.com,cat29xxStack,False
377515917217862723,unknown,,False
377771848249385636,unknown,,False
377809547878756545,m35-zKoKQ,,False
377821994602724009,AUHRX56,"HP J9148A 2910al-48G-PoE Switch, revision W.15.14.",False
377851616400999008,unknown,,False
378331971717762981,unknown,,False
378539469448179192,unknown,,False
379336947648091505,CZLMCSW09,"HP J9729A 2920-48G-POE+ Switch, revision WB.16.10.",False
379933134419856596,SYXBRSW01-V9V10,J9774A,False
380299192500219111,unknown,,False
380585765836490858,SZVBRSW01-03-MDF,"HP J9850A Switch 5406Rzl2, revision KB.16.02.0013,",False
380994060373365294,SHASYSW04-03-IDF,J9623A,False
381578121547901167,DTTWRS01,"ProCurve J9019B Switch 2510B-24, revision Q.11.78,",False
382179824962049851,SELERS51.Marriott.com,WS-C2960X-48FPS-L,False
382344943444792498,HYDMDS06.Marriott.com,C2960X,False
382368339280530902,STLMGS05,"ProCurve J9088A Switch 2610-48, revision R.11.122,",False
383090133548525063,MLAWIS04.Marriott.com,cat29xxStack,False
383517921598347152,PERRZSW03-GF-IDF,,False
384272696206524664,CZLPRS01,"HP J9850A Switch 5406Rzl2, revision KB.16.10.0009,",False
384476308028657800,CGOSKSW03-07-IDF,J9772A,False
384583500094695327,unknown,,False
384718145434023955,unknown,,False
385075147720297160,unknown,,False
385642698293411111,unknown,,False
386314603651984085,XIYWISW04-01-IDFBG,Aruba JL557A,False
386353354227099359,ALARZSW01-19-1907,J9477A,False
386611728049620217,SHAXRS149,"HP J9782A 2530-24 Switch, revision YB.16.10.0016, ",False
386741871670354337,BFLRIS01,"HP J4813A ProCurve Switch 2524, revision F.05.80, ",False
387005095040870678,CTULS38F01.Marriott.com,catalyst296048,False
387102335862104956,SYXDBSW03-12-IDFW.Marriott.com,cat29xxStack,False
387113050465803004,MAFMTS051,Aruba - JL724A 6200F 24G 4SFP+ Swch,False
387630139739303837,CHIGSSW20-IDF-4W,Aruba JL262A,False
387680331790524216,TYOWYSW01-15-EPSG,Aruba JL261A,False
388105661615879961,HFEFPP01,1921k9,True
388169393644420942,OXRCRP01.marriott.com,1921k9,True
388226709524986533,unknown,,False
388232870695051360,unknown,,False
389202889823825897,HKTWIS51KID1,"ProCurve J9085A Switch 2610-24, revision R.11.122,",False
389688246402682137,unknown,,False
389891753129437243,unknown,,False
390522325066536879,HP-3800-48G-4SFP,"HP J9576A 3800-48G-4SFP+ Switch, revision KA.15.09",False
390818357972028937,SHAMPSW03-19-IDF,J9776A,False
391499846778867250,WUHWSSW03-02-IDFPB,,False
391575625184970857,INDSTP01.marriott.com,C11118PLteEA,True
391731484279986534,unknown,,False
392427050651151174,DXBGL65,"HP J9148A 2910al-48G-PoE Switch, revision W.15.14.",False
392432034193532353,unknown,,False
392712165632206787,ISTXRSW044,A512048GPoEPlusEI2SLOT,False
392880727098256549,NGOFMSW03-01-MDFB,J9776A,False
393713600434716429,VTZFIP01.marriott.com,C899G-LTE-NA-K9,True
393815609588945565,Member2,,False
393996029181481561,TYOWYSW02-20-EPSG,Aruba JL261A,False
394077678656811060,CBGAKP01.marriott.com,C899G-LTE-NA-K9,True
394193647005371148,unknown,,False
394577565950555306,SW00244VRTX,,False
394995963602801746,AUAARCASSW03,"HP J9776A 2530-24G Switch, revision YA.16.10.0009,",False
395151514058659874,CGQSIS46,S3100V252TP,False
395476605928052354,YNZMCSW01-38-IDFG,,False
395665844641494038,MADACP01.marriott.com,C1161X8PLteP,True
396056160737541791,unknown,,False
396387857019832843,JLNFIP01.marriott.com,891,True
396416892690502230,SYXDBSW05-10-IDFW.Marriott.com,WsC2960P24PcL,False
396470020606414637,unknown,,False
396820118305044573,LEXKYS038,"HP J9776A 2530-24G Switch, revision YA.16.10.0016,",False
397146986251042558,SJCSVS01,"HP J9782A 2530-24 Switch, revision YB.16.10.0016, ",False
397148027322915913,SYXBRSW03-8#1F,J9773A,False
397222945368019201,CHIRKS01,"HP J9782A 2530-24 Switch, revision YB.16.10.0016, ",False
397670618518366247,PHXCBSW01-LINCOLN-IDF-VSF,"Aruba 2930F VSF VC, revision WC.16.10.0009, ROM WC",False
398291491789021443,FATCVS01,"HP J4813A ProCurve Switch 2524, revision F.05.80, ",False
398393258830363087,MODSHP01.marriott.com,891,True
398505222514016609,unknown,,False
398698322248171228,unknown,,False
398871179862839224,LAXMPSW01,"HP J9776A 2530-24G Switch, revision YA.16.10.0016,",False
398999430912091451,SINRZS01,"ProCurve J4905A Switch 3400cl-24G, revision M.10.1",False
399410241156623613,AUHXRS12,"HP J9145A 2910al-24G Switch, revision W.15.14.0018",False
400634350370953142,GEGSHS02,"HP J9776A 2530-24G Switch, revision YA.16.10.0016,",False
401030797686331259,IDRSIS12,"HP J9777A 2530-8G Switch, revision YA.16.10.0016, ",False
401035364905820485,unknown,,False
401304729203024146,TYOETSW04-33-EPS1G,J9775A,False
401485381442826803,SZVMCSW02-01-IDFP,J9776A,False
401621388579651648,CHIJW-SW096-10-IDF1024,J9147A,False
401866046583138044,SWSYXWIFF_01,S3100V2-8TP-SI,False
402218351912303107,unknown,,False
402332215067334046,ZISWZSW04-39-IDF,,False
402788483247474247,unknown,,False
403179255253778313,OMARWS01,"HP J9782A 2530-24 Switch, revision YB.16.10.0016, ",False
403411984137166207,STLRZSW48,,False
403698107251539980,JNBORS01,"HP J9776A 2530-24G Switch, revision YA.16.10.0016,",False
404116938670842417,IBRFTSW03-01-MDFB,J9776A,False
404924805580754378,marrio-zrhdtmi2sg-3213365.pipngw.mci.com,891,True
405268700785243143,FSDSHS01,"HP J4813A ProCurve Switch 2524, revision F.05.80, ",False
405940568406658388,YXHTSP01.marriott.com,C11118PLteEA,True
406175288523987097,DOHRZSW02-IDFL04-A,"HP J9775A 2530-48G Switch, revision YA.16.10.0016,",False
406574885199231452,YULSISW1-1-Lobby,J9772A,False
406868793355701847,OSAXRS021.Marriott.com,catalyst296024PC,False
407066222574441354,MCILVP01.marriott.com,C899G-LTE-NA-K9,True
407890456187786596,MCTWHSW09.Marriott.com,C2960X,False
407926386467174690,MDWTJP01.marriott.com,C800,True
408418493057226881,unknown,,False
408472996050109321,unknown,,False
408490915745163407,SYXPSS07,"ProCurve J9088A Switch 2610-48, revision R.11.122,",False
408653573768009858,DALPSP01.marriott.com,C11118PLteEA,True
408688495389336073,SANDTSW05-03-ExecOffice,"HP J9850A Switch 5406Rzl2, revision KB.16.10.0016,",False
408830660400671440,TPEWHS66.Marriott.com,cat296024TCS,False
409096181972087272,IAGIFSW01,"HP J9776A 2530-24G Switch, revision YA.16.10.0016,",False
409403382426741373,AUSJWS04,"HP J9776A 2530-24G Switch, revision YA.16.10.0016,",False
410045747468373900,JNGJWSW01-01-IDFA-Z2,J9775A,False
410963327563616280,AUHRX139,"HP J9146A 2910al-24G-PoE Switch, revision W.15.14.",False
411023888694189049,LAXAP05,"HP J9850A Switch 5406Rzl2, revision KB.16.10.0016,",False
411155232830830766,DSMCHP01.marriott.com,C899G-LTE-NA-K9,True
411466524627129904,SINRZS47,"HP J9775A 2530-48G Switch, revision YA.16.10.0016,",False
411891340145345521,CNSSIS58.Marriott.com,catalyst37xxStack,False
412026528225183318,KULRNS16,"ProCurve J9279A Switch 2510G-24, revision Y.11.52,",False
412094623797744450,HGHFQP01.marriott.com,C11118PLteLA,True
413500945723942200,SELFGSW02-06-IDF,CatWSC2960L24TSLL,False
413807359160830355,ELPCVS215,"HP J9565A Switch 2615-8-PoE, revision A.15.16.0021",False
414028280553018594,unknown,,False
414371568724527010,SZVFSP01.marriott.com,C11118PLteLA,True
415900608122655690,BKKXRS13.Marriott.com,cat29xxStack,False
416411212499207154,NGBWIS51,S3100-26TP-EI,False
416416900615979413,DACMDS43.Marriott.com,catalyst296024,False
416444636066273659,INDCDS01,"HP J9776A 2530-24G Switch, revision YA.16.10.0016,",False
417371294576131057,SZXJWP01.marriott.com,891,True
418557439100765040,unknown,,False
418594263892410171,SHALUP01.marriott.com,891,True
419322740230417931,HAFRZS18,"HP J9775A 2530-48G Switch, revision YA.16.10.0016,",False
419816203897937538,TPEWHS45.Marriott.com,cat296024TCS,False
420032111982050559,PBHMDS42,"HP J9623A 2620-24 Switch, revision RA.16.04.0023, ",False
420170095873875000,BUSSISW05-00-MDF.mikenopa.com,cat29xxStack,False
420409836637355918,unknown,,False
420508506754671134,DELWIS41.Marriott.com,cat296024TCS,False
420580117612715533,VISFIP01.marriott.com,891,True
421563179551368995,ELPSEP01.marriott.com,891,True
421566982615115676,YQBDRSW03-1-IDF.singledigits.net,cat29xxStack,False
421679568794058038,unknown,,False
422199287475885132,unknown,,False
422339184415913581,JASMCS06,"HP J9775A 2530-48G Switch, revision YA.16.10.0016,",False
422422711090474641,ICE_BOX_2.Marriott.com,WS-C3850-24P-S,False
423087923506876194,unknown,,False
423321734270065176,unknown,,False
423547295898185914,SHAMPSW04-11-IDF,Aruba-JL261A,False
423670818877975452,LAXEBSW03-04-IDF4N,J9772A,False
423824467360637686,SZVMCSW01-03-IDFC,J9776A,False
424040029668581147,LAXRIS01,"HP J9782A 2530-24 Switch, revision YB.16.10.0016, ",False
424590906447653880,DOHWH48,"HP J9775A 2530-48G Switch, revision YA.16.10.0016,",False
425052489238100709,DXBFP48,"HP J9625A 2620-24-PoEP Switch, revision RA.16.04.0",False
425835837185520862,KULPGS53,Aruba JL678A,False
425848597568852560,SCOBRS0,"HP J9850A Switch 5406Rzl2, revision KB.16.10.0016,",False
427171315357055820,ONTCUP01.marriott.com,C899G-LTE-NA-K9,True
427220823579244423,OWBCYP01.marriott.com,C899G-LTE-NA-K9,True
428203926394554782,DXBMDSW02-G-WAREHOUSE,J9625A,False
428511078663256944,unknown,,False
428927380906908306,unknown,,False
429137144881028745,unknown,,False
429155931110518858,CWAFI,,False
430083265698272316,SZXGBSW01-05-IDFABGP,J9773A,False
430106427124268982,unknown,,False
430232484851495737,RNOSUS01,"HP J9776A 2530-24G Switch, revision YA.16.10.0016,",False
431073412063369837,BKKLAS44,"HP J9775A 2530-48G Switch, revision YA.16.10.0016,",False
431133352306070830,LAXWHP01,1921k9,True
431748672107220017,BCNSUP01.marriott.com,C11118PLteEA,True
432243983526877206,XIYWHSW15-19-R1917,J9774A,False
432995208543230789,AUHRX67,"HP J9148A 2910al-48G-PoE Switch, revision W.15.14.",False
433418873471439023,CUNRZS01,ICX715048,False
433704589857713460,unknown,,False
433952940503768710,BROFIS02,"HP J9782A 2530-24 Switch, revision YB.16.10.0016, ",False
433960758300365576,DFWWSP01.marriott.com,C899G-LTE-NA-K9,True
434112873407472624,CIDRIS01,"ProCurve J9019B Switch 2510B-24, revision Q.11.78,",False
434294308343667353,unknown,,False
435263009058253890,BLRFBP01.marriott.com,891,True
435479541369148649,XIYWHSW03A-B1M-IDF,J9773A,False
435856885546173168,unknown,HPE OfficeConnect Switch 1920S 8G PPoE+ (65W) JL38,False
435998828872121797,CAIMNS19,"HP J9729A 2920-48G-POE+ Switch, revision WB.16.10.",False
436418237389519017,unknown,,False
436650686679632986,unknown,,False
436719307925553798,PHXWWP01,1921k9,True
436974209798959937,unknown,,False
437387427596745613,SYXXRSW02-05-3502,6248,False
437872952258679914,XMNWIS48,s3600V2-52TP-SI,False
438729900116334642,SANODS01,"HP J9782A 2530-24 Switch, revision YB.16.10.0016, ",False
439006734182938367,OGDCYS02,"HP J9782A 2530-24 Switch, revision YB.16.10.0016, ",False
439524726599974576,HP-3800-48G-PoEP-4SFPP,"HP J9574A 3800-48G-PoE+-4SFP+ Switch, revision KA.",False
440030759531790656,YULDBSW01-4-IDF.singledigits.net,C2960X,False
440182206114749005,DPSLCP01.marriott.com,1921k9,False
440669847167505395,SEAWIS10,Aruba JL260A,False
440715556564418100,YQBDRSW02-1-IDF.singledigits.net,cat29xxStack,False
440730044278626628,CTUMDP01.marriott.com,899GLTELAK9,True
440748981542536211,unknown,,False
441077301607199440,unknown,,False
441877741935434792,SZXBAS07,"HP J9782A 2530-24 Switch, revision YB.16.10.0016, ",False
442122913783743202,HP-2530-48-PoEP,,False
442265242008961654,CKGJWSW02-23,J9772A,False
442286082239367920,TYOWYSW04-03-EPSB,Aruba JL261A,False
442428647447446703,AMMRZSSW03,Aruba JL322A,False
442493868448574866,LAXABS01,"HP J9782A 2530-24 Switch, revision YB.16.10.0016, ",False
442739780010509030,unknown,,False
443135473263471644,XIYCYSW01-23-IDF.marriott.com,C2960X,False
443424159626781599,AUSALP01,C11118PLteEA,True
444137524277523767,FUOALS40,s5500-28C-EI,False
444230237876673197,OSARZS12.Marriott.com,catWsC2960x48tsLL,False
444447624663306595,XIYWHSW27-05-R531,J9774A,False
444523513506580618,YYZTVS01,"HP J9776A 2530-24G Switch, revision YA.16.10.0016,",False
444799625494125761,unknown,,False
445418738438089941,BJSWIS47.Marriott.com,catalyst296024TT,False
445449521133350303,TAOWQSW03-01-MDF,J9773A,False
445762921718882629,HOUDTP01.marriott.com,C11118PLteEA,True
446470610229208239,AUSWHS04,"ProCurve J9085A Switch 2610-24, revision R.11.122,",False
447077246103113074,DALDHSW-01-PK,"HP J9777A 2530-8G Switch, revision YA.16.10.0016, ",False
447173735488366979,INDSCP01,1921k9,True
447793132797401426,LAXNBP01.marriott.com,C899G-LTE-NA-K9,True
448080603523449890,HOUJWS02,"HP J9726A 2920-24G Switch, revision WB.16.10.0016,",False
448085907952236657,DALGTSW-1-3.Marriott.com,WS-C3850-24P-S,False
448565636946448864,TSEXRSW04,"HP J9729A 2920-48G-POE+ Switch, revision WB.16.10.",False
449208382005155941,SYXBWSW01-02-220,s3600V2-28TP-SI,False
449620158506347673,SHASYSW02-20-IDF,J9773A,False
449709324166300715,HIJSIS43,"ProCurve J9085A Switch 2610-24, revision R.11.122,",False
449759552303829502,DS6510_B,,False
450653711606847161,LONOXP01.marriott.com,C11118PLteEA,True
450896819267653879,BOMXRS54.Marriott.com,C2960S,False
450966803189961184,HOUZDP01.marriott.com,C891FK9,True
451767312156989360,marrio-mucrimi2sg-1850701,881,True
451886382919606558,SZXWIS53-1_4F-1,s3100-26TP-SI-B,False
452093198741210891,DXBASS04,Aruba JL262A,False
452204159459785837,RKTRZS03,Aruba JL261A,False
452232632866404619,SDFCHP01.marriott.com,C899G-LTE-NA-K9,True
452247160023192672,PHXBDSW01-GILA,J9145A,False
452461921356313519,SHAWHSW02-01-IDFA,"HP J9775A 2530-48G Switch, revision YA.16.06.0006,",False
452727521579704445,ABQMCP01.marriott.com,1921k9,True
452931721554148271,INCJWSW01-03-IDFE,Aruba-JL255A,False
453036659879254277,AQJLC51,SG500-52P,False
453152695987342022,LASFIP01.marriott.com,891,True
